10006 ACER CT HOUSTON TX 77075-0000,575R,03-079,COMP MAINT,CHECK REG
6523 ASHTON HOUSTON TX 77091-2847,411Z,14-050,COMP MAINT,CHECK MTR
8210 ROSWELL 11/#11 HOUSTON TX 77022-3243,453G,15-032,COMP MAINT,CHECK MTR
7447 BELLFORT ST P1-1 HOUSTON TX 77087,535S,01-078,COMP MAINT,CHECK MTR
5029 JONINA LN HOUSTON TX 77048-0000,573R,03-011,COMP MAINT,CHECK MTR
1424 WESTHEIMER RD HOUSTON TX 77006-2617,493S,09-033,COMP MAINT,CHECK ERT
306 E 32ND HOUSTON TX 77018-7706,453N,15-001,COMP MAINT,CHECK MTR
7205 TIDWELL RD #A HOUSTON TX 77016-0000,454D,17-055,COMP MAINT,CHECK MTR
6443 DEIRDRE ANNE DR HOUSTON TX 77088-5214,411S,14-033,COMP MAINT,CHECK MTR
6115 BRIAR TERRACE DR HOUSTON TX 77072-1511,529C,08-028,COMP MAINT,CHECK MTR
1829 KEENE HOUSTON TX 77009-0000,493G,13-072,COMP MAINT,CHECK MTR
13703 BAYOU PARKWAY CT HOUSTON TX 77077-0000,488F,11-044,COMP MAINT,CHECK MTR
4927 JASON P2-1 HOUSTON TX 77096-2717,531Q,07-019,COMP MAINT,CHECK ERT
11743 FORTUNE PARK DR HOUSTON TX 77047-0000,572R,06-063,COMP MAINT,CHECK MTR
2903 AUSTIN HOUSTON TX 77004-2737,493U,09-027,COMP MAINT,CHECK MTR
11118 LEITRIM WY HOUSTON TX 77047-1722,573G,03-013,COMP MAINT,CHECK REG
7712 EDNA HOUSTON TX 77087-5520,535N,01-048,COMP MAINT,CHECK MTR
12927 GROVEMILL DR HOUSTON TX 77045-3690,572K,05-047,COMP MAINT,CHECK MTR
1915 TURNING BASIN DR 100 HOUSTON TX 77029-4003,495T,19-075,COMP MAINT,CHECK REG
5302 DE LANGE LN HOUSTON TX 77092-4208,451G,10-045,COMP MAINT,CHECK REG
8523 DE MOSS DR HOUSTON TX 77036-4717,530F,08-027,COMP MAINT,CHECK MTR
7407 YELLOW PINE DR HOUSTON TX 77040-1852,411J,14-038,COMP MAINT,CHECK MTR
2111 MC DUFFIE #A HOUSTON TX 77019-0000,492V,09-046,COMP MAINT,CHECK MTR
3805 INVERNESS DR HOUSTON TX 77019-1105,492N,10-007,COMP MAINT,CHECK ERT
5626 SAN FELIPE D HOUSTON TX 77056-2605,491P,10-026,COMP MAINT,CHECK MTR
7802 VENIDA HOUSTON TX 77028-1017,455A,17-028,COMP MAINT,CHECK MTR
6062 BEVERLYHILL HOUSTON TX 77057-0000,491W,07-077,COMP MAINT,CHECK ERT
13403 FOREST PINES VILLAGE HOUSTON TX 77067-0000,372K,16-073,COMP MAINT,CHECK REG
10754 NYLA SPRING ST HOUSTON TX 77016,415S,16-003,COMP MAINT,CHECK MTR
1412 MCILHENNY HOUSTON TX 77004-1030,493U,09-026,COMP MAINT,CHECK REG
6023 BELMARK HOUSTON TX 77033-1217,534X,03-026,COMP MAINT,CHECK MTR
7925 MAGNA HOUSTON TX 77093-8410,454K,17-053,COMP MAINT,CHECK MTR
6619 CASTLEVIEW LN MISSOURI CITY TX 77489-2620,571Y,06-025,COMP MAINT,CHECK MTR
2103 PRESLEY HOUSTON TX 77093-8523,453M,15-044,COMP MAINT,CHECK ERT
15931 KENBROOK DR MISSOURI CITY TX 77489-3303,571W,06-027,COMP MAINT,CHECK MTR
4403 HULL HOUSTON TX 77021-4219,533M,04-020,COMP MAINT,CHECK MTR
8205 HOMEWOOD LN HOUSTON TX 77028-1511,455F,17-026,COMP MAINT,CHECK MTR
8181 SNOWDEN HOUSTON TX 77028-1425,455F,17-026,COMP MAINT,CHECK MTR
3503 BLUE BONNET BLVD HOUSTON TX 77025-1302,532K,05-021,COMP MAINT,CHECK MTR
4203 LEAF FOREST DR KINGWOOD TX 77345-0000,297Y,20-072,COMP MAINT,CHECK MTR
4505 CAROLINE HOUSTON TX 77004-4911,493X,05-005,COMP MAINT,CHECK MTR
224 SAGE RD HOUSTON TX 77056-1420,491L,10-064,COMP MAINT,CHECK MTR
4027 SUL ROSS HOUSTON TX 77027-5719,492S,10-010,COMP MAINT,CHECK MTR
11746 MURR WY 6235 HOUSTON TX 77048-2526,573M,03-018,COMP MAINT,CHECK MTR
12659 VERDANT BROOK DR HOUSTON TX 77085-0000,571K,06-054,COMP MAINT,CHECK MTR
826 GREEN PINES FOREST HOUSTON TX 77067-0000,372K,16-073,COMP MAINT,CHECK MTR
12114 KITTY BROOK DR HOUSTON TX 77071-2725,570G,07-004,COMP MAINT,CHECK MTR
1167 CURTIN HOUSTON TX 77018-3222,452L,14-010,COMP MAINT,CHECK MTR
4619 BROOK SHADOW DR KINGWOOD TX 77345-0000,297U,20-055,COMP MAINT,CHECK MTR
7410 RUSK HOUSTON TX 77011-4849,495W,19-043,COMP MAINT,CHECK MTR
1555 DIPLOMAT WY HOUSTON TX 77088-5025,412Q,14-063,COMP MAINT,CHECK ERT
4018 DORCHESTER ST #B HOUSTON TX 77016,454P,17-014,COMP MAINT,CHECK ERT
5107 RAVEN RIDGE DR HOUSTON TX 77053-4528,611C,06-017,COMP MAINT,CHECK MTR
2206 DRISCOLL C/C HOUSTON TX 77019-6844,492V,09-045,COMP MAINT,CHECK MTR
3110 DUNVALE RD HOUSTON TX 77063-4410,490Y,11-060,COMP MAINT,CHECK ERT
24819 WINEMA WOODS LN HUFFMAN TX 77336,338M,16-048,COMP MAINT,CHECK MTR
7002 COACHCREEK DR HOUSTON TX 77085-0000,571J,06-052,COMP MAINT,CHECK MTR
6835 SCOTT HOUSTON TX 77021-4823,533Q,04-017,COMP MAINT,CHECK ERT
2312 PECKHAM HOUSTON TX 77019-6436,492U,09-050,COMP MAINT,CHECK MTR
5918 RIDGEWAY DR HOUSTON TX 77033-2136,534X,03-028,COMP MAINT,CHECK MTR
5314 QUEENSLOCH DR HOUSTON TX 77096-4134,531T,07-016,COMP MAINT,CHECK MTR
1828 KIPLING HOUSTON TX 77098-1610,492V,09-043,COMP MAINT,CHECK ERT
7414 GLEN MANOR DR HOUSTON TX 77028-1720,454H,17-023,COMP MAINT,CHECK ERT
1344 EBONY LN HOUSTON TX 77018-5242,452P,14-014,COMP MAINT,CHECK MTR
2104 MARGARET HOUSTON TX 77093-4130,413Z,16-054,COMP MAINT,CHECK MTR
5402 MELANITE HOUSTON TX 77053-3227,571Y,06-016,COMP MAINT,CHECK MTR
7223 LONGVINE DR HOUSTON TX 77072-2171,528M,08-043,COMP MAINT,CHECK MTR
9615 CHATFIELD HOUSTON TX 77025-4506,532T,05-030,COMP MAINT,CHECK MTR
8810 MAHONING DR HOUSTON TX 77074-2720,530P,07-038,COMP MAINT,CHECK MTR
1003 MARLEEN HOUSTON TX 77034-1115,576A,02-025,COMP MAINT,CHECK MTR
12839 SANDRI LN HOUSTON TX 77077-5691,488U,11-035,COMP MAINT,CHECK ERT
1006 CASTLE HILL TRAIL KINGWOOD TX 77339-0000,336A,20-011,COMP MAINT,CHECK MTR
10606 BESSEMER HOUSTON TX 77034-2913,576K,02-031,COMP MAINT,CHECK ERT
10600 TELEPHONE RD HOUSTON TX 77075-4514,575S,03-070,COMP MAINT,CHECK ERT
3602 PECAN HOUSTON TX 77087-2214,534M,01-060,COMP MAINT,CHECK MTR
8730 RUTHBY HOUSTON TX 77061-3137,535Y,02-001,COMP MAINT,CHECK MTR
2606 SCHILDER DR HOUSTON TX 77093-5441,454A,16-052,COMP MAINT,CHECK MTR
2203 HICKORY CREEK DR KINGWOOD TX 77339-0000,336C,20-015,COMP MAINT,CHECK MTR
5237 CENTER P1-1 HOUSTON TX 77007-3239,492G,09-007,COMP MAINT,CHECK MTR
4665 SOUTHWEST FWY HOUSTON TX 77027-7101,491Z,05-072,COMP MAINT,CHECK MTR
510 MIDLAND DR B HOUSTON TX 77037-0000,412H,16-072,COMP MAINT,CHECK MTR
11607 PANAY DR HOUSTON TX 77048-0000,573M,03-018,COMP MAINT,CHECK MTR
7318 SHINER LN HOUSTON TX 77072-2333,529J,08-034,COMP MAINT,CHECK MTR
7802 CURRY RD HOUSTON TX 77093-8431,454J,15-046,COMP MAINT,CHECK MTR
5911 CHIMNEY ROCK RD HOUSTON TX 77081-2716,531B,05-076,COMP MAINT,CHECK MTR
8711 NAIRN HOUSTON TX 77074-2607,530P,07-038,COMP MAINT,CHECK MTR
10126 BRIAR DR HOUSTON TX 77042-1209,489M,11-012,COMP MAINT,CHECK REG
12322 CHESSINGTON DR HOUSTON TX 77031-3205,569H,07-047,COMP MAINT,CHECK MTR
7031 BELLAIRE BLVD HOUSTON TX 77074-3503,530H,07-031,COMP MAINT,CHECK MTR
1855 WIRT RD D/D HOUSTON TX 77055-2406,451T,10-071,COMP MAINT,CHECK MTR
2214 EDMUNDSON HOUSTON TX 77004-2141,494W,04-036,COMP MAINT,CHECK REG
10715 KITTY BROOK DR HOUSTON TX 77071-1704,530Y,07-007,COMP MAINT,CHECK MTR
6305 FORCE HOUSTON TX 77020-3135,494D,18-038,COMP MAINT,CHECK MTR
1949 W T C JESTER BLVD HOUSTON TX 77008-1256,452T,13-003,COMP MAINT,CHECK REG
12525 WHITTINGTON DR HOUSTON TX 77077-4849,488R,11-026,COMP MAINT,CHECK MTR
3635 DEAL HOUSTON TX 77025-3606,532P,05-029,COMP MAINT,CHECK MTR
2218 CONVERSE ST #C HOUSTON TX 77006,493N,09-035,COMP MAINT,CHECK MTR
7410 AMARILLO HOUSTON TX 77020-5504,495E,18-061,COMP MAINT,CHECK MTR
7410 AMARILLO HOUSTON TX 77020-5504,495E,18-061,COMP MAINT,CHECK MTR
7221 WILEY RD HOUSTON TX 77016-3432,414Z,16-008,COMP MAINT,CHECK MTR
4618 BRYANT RIDGE RD HOUSTON TX 77053-0000,571Z,06-018,COMP MAINT,CHECK MTR
5001 SOUTH ACRES DR HOUSTON TX 77048-1113,573H,03-017,COMP MAINT,CHECK MTR
3311 CHERRY FOREST DR HOUSTON TX 77088-0000,411V,14-047,COMP MAINT,CHECK MTR
12319 LIMA DR HOUSTON TX 77099-1314,529N,08-012,COMP MAINT,CHECK MTR
9315 SPODE HOUSTON TX 77078-3830,455H,17-032,COMP MAINT,CHECK REG
12346 ATTLEE DR HOUSTON TX 77077-4802,488R,11-026,COMP MAINT,CHECK MTR
521 ELLENA RD HOUSTON TX 77076-3308,413W,16-039,COMP MAINT,CHECK MTR
9003 WRENWOOD CR HOUSTON TX 77099-1264,528R,08-012,COMP MAINT,CHECK MTR
5403 BEECHNUT HOUSTON TX 77096-1215,531P,07-022,COMP MAINT,CHECK MTR
1035 COACHLIGHT DR HOUSTON TX 77077-0000,488E,11-044,COMP MAINT,CHECK MTR
8826 HARRELL HOUSTON TX 77093-7306,454E,15-070,COMP MAINT,CHECK ERT
1846 COTTAGE LANDING LN HOUSTON TX 77077-1925,488K,11-066,COMP MAINT,CHECK ERT
10806 SAFEGUARD HOUSTON TX 77047-1246,573G,03-013,COMP MAINT,CHECK MTR
2202 COLUMBIA HOUSTON TX 77008-2641,453S,13-033,COMP MAINT,CHECK MTR
10607 NORTON DR HOUSTON TX 77043-2016,449R,12-034,COMP MAINT,CHECK ERT
1135 GLENWOOD CANYON HOUSTON TX 77077-0000,488E,11-045,COMP MAINT,CHECK ERT
4551 WARM SPRINGS RD HOUSTON TX 77035-6027,571D,05-040,COMP MAINT,CHECK MTR
8111 PANAY DR HOUSTON TX 77033-3013,533Z,03-041,COMP MAINT,CHECK MTR
12914 MYRTLE LN HOUSTON TX 77015-6326,496M,18-077,COMP MAINT,CHECK MTR
5544 TRUETT HOUSTON TX 77023-3826,494X,19-022,COMP MAINT,CHECK MTR
746 W 25TH HOUSTON TX 77008-1740,452U,13-015,COMP MAINT,CHECK MTR
5418 FAIRDALE LN HOUSTON TX 77056-0000,491X,10-013,COMP MAINT,CHECK MTR
11803 WINK RD HOUSTON TX 77024-7132,490K,11-005,COMP MAINT,CHECK ERT
5605 CAVALCADE HOUSTON TX 77026-4026,454Y,17-003,COMP MAINT,CHECK MTR
7862 GALLAHAD HOUSTON TX 77078-2108,455B,17-028,COMP MAINT,CHECK MTR
12022 PINE MEADOW DR HOUSTON TX 77071-2463,570B,07-063,COMP MAINT,CHECK MTR
7307 APACHE 08 HOUSTON TX 77028-3905,454R,17-071,COMP MAINT,CHECK MTR
6040 SAXON DR HOUSTON TX 77092-6243,451K,10-074,COMP MAINT,CHECK MTR
9923 LEAWOOD BLVD HOUSTON TX 77099-2652,529T,08-003,COMP MAINT,CHECK MTR
10806 VANDERFORD DR HOUSTON TX 77099-4763,569C,08-001,COMP MAINT,CHECK MTR
2806 CONWAY HOUSTON TX 77025-2606,532L,05-027,COMP MAINT,CHECK ERT
12811 PARK ROYAL DR HOUSTON TX 77077-0000,488L,11-031,COMP MAINT,CHECK MTR
204 W 10TH HOUSTON TX 77008-0000,492D,13-021,COMP MAINT,CHECK ERT
12527 COOPERSTOWN DR HOUSTON TX 77089-6509,616H,02-038,COMP MAINT,CHECK MTR
8515 OBSERVATORY HOUSTON TX 77088-4521,412N,14-074,COMP MAINT,CHECK MTR
9643 BEVERLYHILL 100 HOUSTON TX 77063-3727,490W,11-001,COMP MAINT,CHECK MTR
4119 ALLEN HOUSTON TX 77007-0000,492H,09-010,COMP MAINT,CHECK MTR
2627 SUTTON CT HOUSTON TX 77027-0000,492S,10-009,COMP MAINT,CHECK MTR
4371 WILLOW BEACH DR HOUSTON TX 77072-1949,529F,08-030,COMP MAINT,CHECK MTR
4707 IMOGENE P1-1 HOUSTON TX 77096-0000,531Q,07-019,COMP MAINT,CHECK MTR
9104 GREEN RIVER DR #A HOUSTON TX 77078-4231,455M,17-070,COMP MAINT,CHECK MTR
11302 HERALD SQUARE DR HOUSTON TX 77099-1618,529P,08-017,COMP MAINT,CHECK MTR
8511 COTTAGE GATE LN HOUSTON TX 77088-5010,412P,14-063,COMP MAINT,CHECK MTR
2327 POST OAK BLVD HOUSTON TX 77056-4704,491U,07-076,COMP MAINT,CHECK MTR
1614 JOHANNA DR #A HOUSTON TX 77055-3617,451X,10-034,COMP MAINT,CHECK MTR
5523 PINE HOUSTON TX 77081-7301,531J,07-061,COMP MAINT,CHECK MTR
4701 LOCKWOOD DR A HOUSTON TX 77026-2938,454U,17-011,COMP MAINT,CHECK MTR
6105 MAPLE HOUSTON TX 77074-7449,530R,05-074,COMP MAINT,CHECK ERT
4805 NICHOLS HOUSTON TX 77020-0000,494C,18-031,COMP MAINT,CHECK REG
6101 BROOK LEA HOUSTON TX 77087-2017,534P,01-023,COMP MAINT,CHECK MTR
2105 CHILTON RD HOUSTON TX 77019-1503,492R,09-048,COMP MAINT,CHECK MTR
6912 NARCISSUS HOUSTON TX 77087-2618,535E,01-003,COMP MAINT,CHECK ERT
7214 CAMPEACHY LN HOUSTON TX 77083-4873,528L,08-044,COMP MAINT,CHECK MTR
4155 WILDACRES DR HOUSTON TX 77072-1429,529F,08-030,COMP MAINT,CHECK MTR
16710 QUAIL VIEW CT MISSOURI CITY TX 77489-5707,610C,06-031,COMP MAINT,CHECK MTR
3912 CRANE HOUSTON TX 77026-4746,454X,17-007,COMP MAINT,CHECK ERT
3842 CHEVY CHASE DR HOUSTON TX 77019-3014,492N,10-007,COMP MAINT,CHECK MTR
1055 W 41ST HOUSTON TX 77018-0000,452K,14-012,COMP MAINT,CHECK MTR
7819 BELLERIVE DR HOUSTON TX 77036-2803,530C,08-026,COMP MAINT,CHECK MTR
1711 MC DUFFIE HOUSTON TX 77019-0000,492R,09-046,COMP MAINT,CHECK MTR
1111 WALLING HOUSTON TX 77009-3652,453W,13-035,COMP MAINT,CHECK ERT
630 SULPHUR HOUSTON TX 77034-1323,576F,02-028,COMP MAINT,CHECK MTR
11838 RIVERVIEW WY HOUSTON TX 77077-3032,489J,11-029,COMP MAINT,CHECK MTR
8418 LANEWOOD DR HOUSTON TX 77016-0000,454H,17-051,COMP MAINT,CHECK ERT
17 SHADOW LAWN 1/2 HOUSTON TX 77005-1834,493W,05-009,COMP MAINT,CHECK MTR
2405 S SHEPHERD DR HOUSTON TX 77019-7015,492U,09-046,COMP MAINT,CHECK MTR
4705 INDEPENDENCE HEIGHTS LN HOUSTON TX 77018,452M,14-053,COMP MAINT,CHECK MTR
12421 PERTHSHIRE RD HOUSTON TX 77024-4104,489H,11-009,COMP MAINT,CHECK MTR
1317 WOODVINE DR P1-2 HOUSTON TX 77055-0000,451X,10-030,COMP MAINT,CHECK ERT
12034 ROCKY KNOLL DR HOUSTON TX 77077-6123,489S,11-024,COMP MAINT,CHECK ERT
11611 TRAILMONT DR HOUSTON TX 77077-6324,489T,11-023,COMP MAINT,CHECK MTR
6659 W FUQUA DR MISSOURI CITY TX 77489-3526,571W,06-025,COMP MAINT,CHECK ERT
13247 CRIM RD HOUSTON TX 77049-3433,456Q,17-076,COMP MAINT,CHECK MTR
10410 EMNORA LN HOUSTON TX 77043-2122,449R,12-034,COMP MAINT,CHECK MTR
5639 VAL VERDE HOUSTON TX 77057-0000,491T,10-062,COMP MAINT,CHECK MTR
4723 AFTONSHIRE DR 16 HOUSTON TX 77027-5401,491V,10-011,COMP MAINT,CHECK MTR
1714 LATEXO DR HOUSTON TX 77018-1812,452E,14-020,COMP MAINT,CHECK MTR
1714 LATEXO DR HOUSTON TX 77018-1812,452E,14-020,COMP MAINT,CHECK MTR
4500 WASHINGTON AV P1-2 HOUSTON TX 77007-0000,492H,09-011,COMP MAINT,CHECK MTR
4500 WASHINGTON AV P1-2 HOUSTON TX 77007-0000,492H,09-011,COMP MAINT,CHECK MTR
6115 FUQUA HOUSTON TX 77048-0000,574U,03-063,COMP MAINT,CHECK MTR
6911 OAK HILL DR HOUSTON TX 77087-5240,534V,01-061,COMP MAINT,CHECK MTR
7538 W KNOLL HOUSTON TX 77028-2414,455J,17-021,COMP MAINT,CHECK MTR
13706 WICKERSHAM LN HOUSTON TX 77077-5433,488S,11-041,COMP MAINT,CHECK MTR
9210 CAMAY DR HOUSTON TX 77016-4714,454H,17-054,COMP MAINT,CHECK REG
2900 WOODRIDGE DR 1/2 HOUSTON TX 77087-2514,534M,01-073,COMP MAINT,CHECK MTR
3652 OVERBROOK LN HOUSTON TX 77027-4128,492S,10-008,COMP MAINT,CHECK MTR
6706 BARNEY RD HOUSTON TX 77092-4611,451J,10-040,COMP MAINT,CHECK MTR
978 W 43RD HOUSTON TX 77018-4406,452L,14-012,COMP MAINT,CHECK ERT
4929 ALVIN HOUSTON TX 77033-3815,533Z,03-042,COMP MAINT,CHECK MTR
9107 LONG POINT RD HOUSTON TX 77055-4521,450Y,12-033,COMP MAINT,CHECK MTR
1323 RUTLAND P1-1 HOUSTON TX 77008-4137,452Z,13-020,COMP MAINT,CHECK MTR
5307 GIBSON HOUSTON TX 77007-0000,492L,09-003,COMP MAINT,CHECK ERT
1703 SOUTHWICK HOUSTON TX 77080-7009,450S,12-023,COMP MAINT,CHECK MTR
8914 GRAPE HOUSTON TX 77036-7318,530N,08-019,COMP MAINT,CHECK MTR
11402 OVERBROOK LN HOUSTON TX 77077-0000,489T,11-023,COMP MAINT,CHECK MTR
14127 SAINT MARYS LN HOUSTON TX 77079-3212,489A,12-007,COMP MAINT,CHECK ERT
515 NORTH GATE STONE HOUSTON TX 77007-0000,493J,09-073,COMP MAINT,CHECK MTR
3626 SPRINGMEADOWS HOUSTON TX 77080-1433,450K,12-044,COMP MAINT,CHECK MTR
7314 THUROW HOUSTON TX 77087-3721,534M,01-045,COMP MAINT,CHECK MTR
7615 QUAIL MEADOW DR HOUSTON TX 77071-2315,570C,07-005,COMP MAINT,CHECK ERT
205 MEADOW LEA DR HOUSTON TX 77022-3120,453G,15-032,COMP MAINT,CHECK REG
205 MEADOW LEA DR HOUSTON TX 77022-3120,453G,15-032,COMP MAINT,CHECK REG
1752 PINE VILLAGE DR HOUSTON TX 77080-7104,450T,12-023,COMP MAINT,CHECK MTR
8455 SONNEVILLE DR HOUSTON TX 77080-3638,451J,12-049,COMP MAINT,CHECK MTR
4935 BRAESHEATHER DR P1-2 HOUSTON TX 77096-0000,531U,07-018,COMP MAINT,CHECK MTR
5431 GRACE POINT LN HOUSTON TX 77048-1726,574E,03-021,COMP MAINT,CHECK ERT
813 MARTIN HOUSTON TX 77018-2121,452G,14-007,COMP MAINT,CHECK MTR
12439 HUNTINGWICK DR HOUSTON TX 77024-4906,489H,11-007,COMP MAINT,CHECK MTR
13303 WOODFOREST BLVD HOUSTON TX 77015-2825,497A,17-043,COMP MAINT,CHECK MTR
5703 ROSEGLEN MEADOW LN HOUSTON TX 77085-0000,571G,06-066,COMP MAINT,CHECK MTR
18 KNIPP RD HOUSTON TX 77024-0000,490P,11-005,COMP MAINT,CHECK MTR
10214 BRIAR FOREST DR HOUSTON TX 77042-2400,489R,11-013,COMP MAINT,CHECK MTR
9538 FAIRDALE LN HOUSTON TX 77063-3809,490X,11-001,COMP MAINT,CHECK MTR
1031 BAYLAND HOUSTON TX 77009-6506,493B,13-041,COMP MAINT,CHECK MTR
3410 DELANO 1/2 02 HOUSTON TX 77004-3227,493Y,04-042,COMP MAINT,CHECK MTR
10603 SHADY RIVER DR HOUSTON TX 77042-1126,489L,11-018,COMP MAINT,CHECK MTR
1600 WEST LOOP S HOUSTON TX 77027-0000,491R,10-078,COMP MAINT,CHECK ERT
12233 PALMWAY HOUSTON TX 77034-3805,576R,02-033,COMP MAINT,CHECK MTR
8018 STERLINGSHIRE HOUSTON TX 77078-2737,455B,17-029,COMP MAINT,CHECK ERT
5407 RED CLIFF DR KINGWOOD TX 77345-0000,337D,20-074,COMP MAINT,CHECK MTR
9414 GRANNIS #1 HOUSTON TX 77075-1702,575H,03-002,COMP MAINT,CHECK MTR
6714 GLEN ROCK DR HOUSTON TX 77087-5918,534V,01-030,COMP MAINT,CHECK MTR
7726 ROCKHILL HOUSTON TX 77061-2131,535X,02-060,COMP MAINT,CHECK MTR
6035 CARTAGENA HOUSTON TX 77035-4115,571A,06-042,COMP MAINT,CHECK MTR
3844 GLEN ARBOR DR HOUSTON TX 77025-0000,532N,05-026,COMP MAINT,CHECK MTR
1905 ELMEN HOUSTON TX 77019-0000,492R,09-044,COMP MAINT,CHECK MTR
1603 MCGOWEN #A HOUSTON TX 77004-0000,493U,09-072,COMP MAINT,CHECK ERT
14202 AUTUMN RIDGE TRL HOUSTON TX 77048-0000,573V,03-073,COMP MAINT,CHECK MTR
12927 LEAF GLEN LN HOUSTON TX 77072-3121,528L,08-042,COMP MAINT,CHECK ERT
2517 FIRNAT HOUSTON TX 77093-0000,454E,15-039,COMP MAINT,CHECK MTR
6320 RIVERVIEW WY 210 HOUSTON TX 77057-1022,491J,10-021,COMP MAINT,CHECK ERT
5029 TANGLE LN P1-1 HOUSTON TX 77056-0000,491L,10-063,COMP MAINT,CHECK MTR
7007 BELLAIRE BLVD HOUSTON TX 77074-3503,530H,07-031,COMP MAINT,CHECK ERT
13607 SPRINGCROSS CT HOUSTON TX 77017-0000,488P,11-065,COMP MAINT,CHECK MTR
9610 CHIMNEY ROCK RD A HOUSTON TX 77096-0000,531T,07-015,COMP MAINT,CHECK MTR
1108 CORDELL HOUSTON TX 77009-3129,453X,15-005,COMP MAINT,CHECK MTR
6014 CLARIDGE DR HOUSTON TX 77096-5825,531W,07-009,COMP MAINT,CHECK MTR
5206 W BELLFORT HOUSTON TX 77035-3030,531X,06-046,COMP MAINT,CHECK MTR
2827 CREST PARK DR HOUSTON TX 77082-2017,488Y,11-039,COMP MAINT,CHECK MTR
12430 OXFORD PARK 1/2 DR A HOUSTON TX 77082-0000,488V,11-078,COMP MAINT,CHECK ERT
1007 WOOLWORTH HOUSTON TX 77020-6721,494H,18-029,COMP MAINT,CHECK MTR
1289 BLALOCK RD HOUSTON TX 77055-6424,490C,12-027,COMP MAINT,CHECK MTR
12635 WESTELLA DR HOUSTON TX 77077-3803,488R,11-026,COMP MAINT,CHECK MTR
2401 GALVESTON RD HOUSTON TX 77017-1923,535F,19-048,COMP MAINT,CHECK MTR
8543 W BELLFORT 1/2 160 HOUSTON TX 77071-2207,570B,05-071,COMP MAINT,CHECK MTR
9801 BENNETT HOUSTON TX 77029-4211,495R,19-075,COMP MAINT,CHECK MTR
10003 HUNTINGTON WAY DR HOUSTON TX 77099-3123,529S,08-010,COMP MAINT,CHECK ERT
10222 GENARD RD HOUSTON TX 77041-0000,450E,12-074,COMP MAINT,CHECK MTR
3810 TIFFANY DR HOUSTON TX 77045-6421,572N,06-006,COMP MAINT,CHECK ERT
9130 FIRNAT HOUSTON TX 77016-4928,454D,17-055,COMP MAINT,CHECK MTR
11926 TIERRA PALMS CT HOUSTON TX 77034-0000,576Q,02-061,COMP MAINT,CHECK MTR
1010 POTOMAC #B HOUSTON TX 77057-0000,491J,10-022,COMP MAINT,CHECK MTR
1010 LOPER HOUSTON TX 77017-3943,536J,02-016,COMP MAINT,CHECK MTR
16706 BENCHMARK DR HOUSTON TX 77053-5046,611B,06-021,COMP MAINT,CHECK MTR
1520 BLAIR HOUSTON TX 77008-3822,452Z,13-019,COMP MAINT,CHECK ERT
7606 JONATHAN CT HOUSTON TX 77489-0000,570V,06-028,COMP MAINT,CHECK MTR
6415 TALL WILLOW DR HOUSTON TX 77088-6427,411S,14-033,COMP MAINT,CHECK MTR
7627 NEVAEH CREST PATH HOUSTON TX 77016,415S,16-003,COMP MAINT,CHECK ERT
450 GLENBURNIE DR HOUSTON TX 77022-1713,453E,14-003,COMP MAINT,CHECK ERT
4811 CANYON BLANCO DR HOUSTON TX 77045-0000,571G,06-067,COMP MAINT,CHECK MTR
947 BAYLAND HOUSTON TX 77009-6504,493B,13-046,COMP MAINT,CHECK MTR
1343 CHIPPENDALE RD P1-2 HOUSTON TX 77018-5257,452K,14-014,COMP MAINT,CHECK MTR
6913 BONITA ST HOUSTON TX 77016,0,17-017,COMP MAINT,CHECK MTR
13744 NORTHWEST FWY HOUSTON TX 77040-0000,450C,14-077,COMP MAINT,CHECK MTR
4717 MALLOW HOUSTON TX 77033-4003,533Z,03-044,COMP MAINT,CHECK REG
1716 ROSEDALE HOUSTON TX 77004-5629,493X,05-004,COMP MAINT,CHECK MTR
1718 ROSEDALE HOUSTON TX 77004-5629,493X,05-004,COMP MAINT,CHECK MTR
715 S HWY 6 HOUSTON TX 77079-0000,488A,11-076,COMP MAINT,CHECK MTR
8025 TAREYTON LN HOUSTON TX 77075-2141,575K,03-008,COMP MAINT,CHECK REG
7934 LAURA KOPPE RD HOUSTON TX 77028-1920,455F,17-024,COMP MAINT,CHECK MTR
5831 ELM HOUSTON TX 77081-3903,531F,07-062,COMP MAINT,CHECK MTR
3321 DIXIE DR HOUSTON TX 77021-1146,533G,04-025,COMP MAINT,CHECK MTR
6340 WESTHEIMER RD HOUSTON TX 77057-5104,491S,08-078,COMP MAINT,CHECK MTR
9537 E AVENUE J HOUSTON TX 77012-2837,535D,19-046,COMP MAINT,CHECK MTR
11115 WILLWOOD DR HOUSTON TX 77072-1427,529B,08-029,COMP MAINT,CHECK ERT
2624 GREENBRIAR DR HOUSTON TX 77098-0000,492U,10-003,COMP MAINT,CHECK MTR
929 TULANE HOUSTON TX 77008-6842,492D,13-023,COMP MAINT,CHECK MTR
929 TULANE HOUSTON TX 77008-6842,492D,13-023,COMP MAINT,CHECK MTR
8112 HOMESTEAD RD 0B HOUSTON TX 77028-2132,454H,17-050,COMP MAINT,CHECK MTR
9101 COUNTRY CREEK DR HOUSTON TX 77036-7214,530N,06-074,COMP MAINT,CHECK MTR
9003 GAUGUIN DR HOUSTON TX 77088-5217,411S,14-033,COMP MAINT,CHECK MTR
