10006 ACER CT HOUSTON TX 77075-0000,575R,03-079,COMP MAINT,CHECK REG
6523 ASHTON HOUSTON TX 77091-2847,411Z,14-050,COMP MAINT,CHECK MTR
8210 ROSWELL 11/#11 HOUSTON TX 77022-3243,453G,15-032,COMP MAINT,CHECK MTR
7447 BELLFORT ST P1-1 HOUSTON TX 77087,535S,01-078,COMP MAINT,CHECK MTR
5029 JONINA LN HOUSTON TX 77048-0000,573R,03-011,COMP MAINT,CHECK MTR
1424 WESTHEIMER RD HOUSTON TX 77006-2617,493S,09-033,COMP MAINT,CHECK ERT
306 E 32ND HOUSTON TX 77018-7706,453N,15-001,COMP MAINT,CHECK MTR
7205 TIDWELL RD #A HOUSTON TX 77016-0000,454D,17-055,COMP MAINT,CHECK MTR
6443 DEIRDRE ANNE DR HOUSTON TX 77088-5214,411S,14-033,COMP MAINT,CHECK MTR
6115 BRIAR TERRACE DR HOUSTON TX 77072-1511,529C,08-028,COMP MAINT,CHECK MTR
1829 KEENE HOUSTON TX 77009-0000,493G,13-072,COMP MAINT,CHECK MTR
13703 BAYOU PARKWAY CT HOUSTON TX 77077-0000,488F,11-044,COMP MAINT,CHECK MTR
4927 JASON P2-1 HOUSTON TX 77096-2717,531Q,07-019,COMP MAINT,CHECK ERT
11743 FORTUNE PARK DR HOUSTON TX 77047-0000,572R,06-063,COMP MAINT,CHECK MTR
2903 AUSTIN HOUSTON TX 77004-2737,493U,09-027,COMP MAINT,CHECK MTR
11118 LEITRIM WY HOUSTON TX 77047-1722,573G,03-013,COMP MAINT,CHECK REG
7712 EDNA HOUSTON TX 77087-5520,535N,01-048,COMP MAINT,CHECK MTR
12927 GROVEMILL DR HOUSTON TX 77045-3690,572K,05-047,COMP MAINT,CHECK MTR
1915 TURNING BASIN DR 100 HOUSTON TX 77029-4003,495T,19-075,COMP MAINT,CHECK REG
5302 DE LANGE LN HOUSTON TX 77092-4208,451G,10-045,COMP MAINT,CHECK REG
8523 DE MOSS DR HOUSTON TX 77036-4717,530F,08-027,COMP MAINT,CHECK MTR
7407 YELLOW PINE DR HOUSTON TX 77040-1852,411J,14-038,COMP MAINT,CHECK MTR
2111 MC DUFFIE #A HOUSTON TX 77019-0000,492V,09-046,COMP MAINT,CHECK MTR
3805 INVERNESS DR HOUSTON TX 77019-1105,492N,10-007,COMP MAINT,CHECK ERT
5626 SAN FELIPE D HOUSTON TX 77056-2605,491P,10-026,COMP MAINT,CHECK MTR
7802 VENIDA HOUSTON TX 77028-1017,455A,17-028,COMP MAINT,CHECK MTR
6062 BEVERLYHILL HOUSTON TX 77057-0000,491W,07-077,COMP MAINT,CHECK ERT
13403 FOREST PINES VILLAGE HOUSTON TX 77067-0000,372K,16-073,COMP MAINT,CHECK REG
10754 NYLA SPRING ST HOUSTON TX 77016,415S,16-003,COMP MAINT,CHECK MTR
1412 MCILHENNY HOUSTON TX 77004-1030,493U,09-026,COMP MAINT,CHECK REG
6023 BELMARK HOUSTON TX 77033-1217,534X,03-026,COMP MAINT,CHECK MTR
7925 MAGNA HOUSTON TX 77093-8410,454K,17-053,COMP MAINT,CHECK MTR
6619 CASTLEVIEW LN MISSOURI CITY TX 77489-2620,571Y,06-025,COMP MAINT,CHECK MTR
2103 PRESLEY HOUSTON TX 77093-8523,453M,15-044,COMP MAINT,CHECK ERT
15931 KENBROOK DR MISSOURI CITY TX 77489-3303,571W,06-027,COMP MAINT,CHECK MTR
4403 HULL HOUSTON TX 77021-4219,533M,04-020,COMP MAINT,CHECK MTR
8205 HOMEWOOD LN HOUSTON TX 77028-1511,455F,17-026,COMP MAINT,CHECK MTR
8181 SNOWDEN HOUSTON TX 77028-1425,455F,17-026,COMP MAINT,CHECK MTR
3503 BLUE BONNET BLVD HOUSTON TX 77025-1302,532K,05-021,COMP MAINT,CHECK MTR
4203 LEAF FOREST DR KINGWOOD TX 77345-0000,297Y,20-072,COMP MAINT,CHECK MTR
4505 CAROLINE HOUSTON TX 77004-4911,493X,05-005,COMP MAINT,CHECK MTR
224 SAGE RD HOUSTON TX 77056-1420,491L,10-064,COMP MAINT,CHECK MTR
4027 SUL ROSS HOUSTON TX 77027-5719,492S,10-010,COMP MAINT,CHECK MTR
11746 MURR WY 6235 HOUSTON TX 77048-2526,573M,03-018,COMP MAINT,CHECK MTR
12659 VERDANT BROOK DR HOUSTON TX 77085-0000,571K,06-054,COMP MAINT,CHECK MTR
826 GREEN PINES FOREST HOUSTON TX 77067-0000,372K,16-073,COMP MAINT,CHECK MTR
12114 KITTY BROOK DR HOUSTON TX 77071-2725,570G,07-004,COMP MAINT,CHECK MTR
1167 CURTIN HOUSTON TX 77018-3222,452L,14-010,COMP MAINT,CHECK MTR
4619 BROOK SHADOW DR KINGWOOD TX 77345-0000,297U,20-055,COMP MAINT,CHECK MTR
7410 RUSK HOUSTON TX 77011-4849,495W,19-043,COMP MAINT,CHECK MTR
1555 DIPLOMAT WY HOUSTON TX 77088-5025,412Q,14-063,COMP MAINT,CHECK ERT
4018 DORCHESTER ST #B HOUSTON TX 77016,454P,17-014,COMP MAINT,CHECK ERT
5107 RAVEN RIDGE DR HOUSTON TX 77053-4528,611C,06-017,COMP MAINT,CHECK MTR
2206 DRISCOLL C/C HOUSTON TX 77019-6844,492V,09-045,COMP MAINT,CHECK MTR
3110 DUNVALE RD HOUSTON TX 77063-4410,490Y,11-060,COMP MAINT,CHECK ERT
24819 WINEMA WOODS LN HUFFMAN TX 77336,338M,16-048,COMP MAINT,CHECK MTR
7002 COACHCREEK DR HOUSTON TX 77085-0000,571J,06-052,COMP MAINT,CHECK MTR
6835 SCOTT HOUSTON TX 77021-4823,533Q,04-017,COMP MAINT,CHECK ERT
2312 PECKHAM HOUSTON TX 77019-6436,492U,09-050,COMP MAINT,CHECK MTR
5918 RIDGEWAY DR HOUSTON TX 77033-2136,534X,03-028,COMP MAINT,CHECK MTR
5314 QUEENSLOCH DR HOUSTON TX 77096-4134,531T,07-016,COMP MAINT,CHECK MTR
1828 KIPLING HOUSTON TX 77098-1610,492V,09-043,COMP MAINT,CHECK ERT
7414 GLEN MANOR DR HOUSTON TX 77028-1720,454H,17-023,COMP MAINT,CHECK ERT
1344 EBONY LN HOUSTON TX 77018-5242,452P,14-014,COMP MAINT,CHECK MTR
2104 MARGARET HOUSTON TX 77093-4130,413Z,16-054,COMP MAINT,CHECK MTR
5402 MELANITE HOUSTON TX 77053-3227,571Y,06-016,COMP MAINT,CHECK MTR
7223 LONGVINE DR HOUSTON TX 77072-2171,528M,08-043,COMP MAINT,CHECK MTR
9615 CHATFIELD HOUSTON TX 77025-4506,532T,05-030,COMP MAINT,CHECK MTR
8810 MAHONING DR HOUSTON TX 77074-2720,530P,07-038,COMP MAINT,CHECK MTR
1003 MARLEEN HOUSTON TX 77034-1115,576A,02-025,COMP MAINT,CHECK MTR
12839 SANDRI LN HOUSTON TX 77077-5691,488U,11-035,COMP MAINT,CHECK ERT
1006 CASTLE HILL TRAIL KINGWOOD TX 77339-0000,336A,20-011,COMP MAINT,CHECK MTR
10606 BESSEMER HOUSTON TX 77034-2913,576K,02-031,COMP MAINT,CHECK ERT
10600 TELEPHONE RD HOUSTON TX 77075-4514,575S,03-070,COMP MAINT,CHECK ERT
3602 PECAN HOUSTON TX 77087-2214,534M,01-060,COMP MAINT,CHECK MTR
8730 RUTHBY HOUSTON TX 77061-3137,535Y,02-001,COMP MAINT,CHECK MTR
2606 SCHILDER DR HOUSTON TX 77093-5441,454A,16-052,COMP MAINT,CHECK MTR
2203 HICKORY CREEK DR KINGWOOD TX 77339-0000,336C,20-015,COMP MAINT,CHECK MTR
5237 CENTER P1-1 HOUSTON TX 77007-3239,492G,09-007,COMP MAINT,CHECK MTR
4665 SOUTHWEST FWY HOUSTON TX 77027-7101,491Z,05-072,COMP MAINT,CHECK MTR
510 MIDLAND DR B HOUSTON TX 77037-0000,412H,16-072,COMP MAINT,CHECK MTR
11607 PANAY DR HOUSTON TX 77048-0000,573M,03-018,COMP MAINT,CHECK MTR
7318 SHINER LN HOUSTON TX 77072-2333,529J,08-034,COMP MAINT,CHECK MTR
7802 CURRY RD HOUSTON TX 77093-8431,454J,15-046,COMP MAINT,CHECK MTR
5911 CHIMNEY ROCK RD HOUSTON TX 77081-2716,531B,05-076,COMP MAINT,CHECK MTR
8711 NAIRN HOUSTON TX 77074-2607,530P,07-038,COMP MAINT,CHECK MTR
10126 BRIAR DR HOUSTON TX 77042-1209,489M,11-012,COMP MAINT,CHECK REG
12322 CHESSINGTON DR HOUSTON TX 77031-3205,569H,07-047,COMP MAINT,CHECK MTR
7031 BELLAIRE BLVD HOUSTON TX 77074-3503,530H,07-031,COMP MAINT,CHECK MTR
1855 WIRT RD D/D HOUSTON TX 77055-2406,451T,10-071,COMP MAINT,CHECK MTR
2214 EDMUNDSON HOUSTON TX 77004-2141,494W,04-036,COMP MAINT,CHECK REG
10715 KITTY BROOK DR HOUSTON TX 77071-1704,530Y,07-007,COMP MAINT,CHECK MTR
6305 FORCE HOUSTON TX 77020-3135,494D,18-038,COMP MAINT,CHECK MTR
1949 W T C JESTER BLVD HOUSTON TX 77008-1256,452T,13-003,COMP MAINT,CHECK REG
12525 WHITTINGTON DR HOUSTON TX 77077-4849,488R,11-026,COMP MAINT,CHECK MTR
3635 DEAL HOUSTON TX 77025-3606,532P,05-029,COMP MAINT,CHECK MTR
2218 CONVERSE ST #C HOUSTON TX 77006,493N,09-035,COMP MAINT,CHECK MTR
7410 AMARILLO HOUSTON TX 77020-5504,495E,18-061,COMP MAINT,CHECK MTR
7410 AMARILLO HOUSTON TX 77020-5504,495E,18-061,COMP MAINT,CHECK MTR
7221 WILEY RD HOUSTON TX 77016-3432,414Z,16-008,COMP MAINT,CHECK MTR
4618 BRYANT RIDGE RD HOUSTON TX 77053-0000,571Z,06-018,COMP MAINT,CHECK MTR
5001 SOUTH ACRES DR HOUSTON TX 77048-1113,573H,03-017,COMP MAINT,CHECK MTR
3311 CHERRY FOREST DR HOUSTON TX 77088-0000,411V,14-047,COMP MAINT,CHECK MTR
12319 LIMA DR HOUSTON TX 77099-1314,529N,08-012,COMP MAINT,CHECK MTR
9315 SPODE HOUSTON TX 77078-3830,455H,17-032,COMP MAINT,CHECK REG
12346 ATTLEE DR HOUSTON TX 77077-4802,488R,11-026,COMP MAINT,CHECK MTR
521 ELLENA RD HOUSTON TX 77076-3308,413W,16-039,COMP MAINT,CHECK MTR
9003 WRENWOOD CR HOUSTON TX 77099-1264,528R,08-012,COMP MAINT,CHECK MTR
5403 BEECHNUT HOUSTON TX 77096-1215,531P,07-022,COMP MAINT,CHECK MTR
1035 COACHLIGHT DR HOUSTON TX 77077-0000,488E,11-044,COMP MAINT,CHECK MTR
8826 HARRELL HOUSTON TX 77093-7306,454E,15-070,COMP MAINT,CHECK ERT
